ESTE,NORTE
475268.2745,9529564.712
475268.2745,9529537.039
475268.2745,9529521.346
475267.1854,9529521.346
475267.1854,9529475.604
475266.0963,9529475.604
475266.0963,9529446.644
475266.0963,9529428.773
475265.0072,9529428.773
475265.0072,9529413.971
475265.0072,9529407.436
475265.0072,9529381.942
475263.9181,9529381.942
475263.9181,9529375.853
475263.9181,9529370.407
475263.9181,9529362.783
475263.9181,9529350.803
475263.9181,9529335.11
475262.829,9529335.11
475262.829,9529288.279
475261.7399,9529288.279
475261.7399,9529241.448
475260.6508,9529241.448
475260.6508,9529194.616
475259.5617,9529194.616
475259.5617,9529148.874
475258.4726,9529148.874
475258.4726,9529119.914
475258.4726,9529102.043
475257.3835,9529102.043
475257.3835,9529055.212
475256.2944,9529055.212
475256.2944,9529034.519
475255.2053,9529034.519
475255.2053,9529033.43
475254.1162,9529033.43
475254.1162,9529032.341
475253.0271,9529032.341
475253.0271,9529030.162
475251.938,9529030.162
475251.938,9529029.073
475249.7598,9529029.073
475249.7598,9529027.984
475248.6707,9529027.984
475248.6707,9529026.895
475247.5816,9529026.895
475247.5816,9529024.717
475246.4925,9529024.717
475246.4925,9529023.628
475245.4034,9529023.628
475245.4034,9529021.45
475244.3143,9529021.45
475244.3143,9529020.36
475243.2252,9529020.36
475243.2252,9529019.271
475242.1361,9529019.271
475242.1361,9529018.182
475241.047,9529018.182
475241.047,9529017.093
475239.9579,9529017.093
475239.9579,9529016.004
475238.8688,9529016.004
475238.8688,9529014.915
475236.6906,9529014.915
475236.6906,9529013.826
475235.6015,9529013.826
475235.6015,9529012.737
475234.5124,9529012.737
475234.5124,9529011.648
475233.4233,9529011.648
475233.4233,9529010.559
475232.3342,9529010.559
475232.3342,9529008.38
475231.2451,9529008.38
475231.2451,9529006.202
475230.156,9529006.202
475230.156,9529004.024
475229.0669,9529004.024
475229.0669,9529001.846
475227.9778,9529001.846
475227.9778,9529000.757
475226.8887,9529000.757
475226.8887,9528998.578
475225.7996,9528998.578
475225.7996,9528997.489
475224.7105,9528997.489
475224.7105,9528996.4
475223.6214,9528996.4
475223.6214,9528994.222
475222.5323,9528994.222
475222.5323,9528992.044
475221.4432,9528992.044
475221.4432,9528986.598
475220.3541,9528986.598
475220.3541,9528985.509
475219.265,9528985.509
475219.265,9528983.331
475218.1759,9528983.331
475218.1759,9528981.153
475217.0868,9528981.153
475217.0868,9528977.886
475215.9977,9528977.886
475215.9977,9528974.618
475214.9086,9528974.618
475214.9086,9528972.44
475213.8195,9528972.44
475213.8195,9528970.262
475212.7304,9528970.262
475212.7304,9528969.173
475211.6413,9528969.173
475211.6413,9528968.084
475210.5522,9528968.084
475210.5522,9528965.905
475207.2849,9528965.905
475207.2849,9528962.638
475205.1067,9528962.638
475205.1067,9528961.549
475204.0176,9528961.549
475204.0176,9528960.46
475202.9285,9528960.46
475202.9285,9528959.371
475200.7503,9528959.371
475200.7503,9528958.282
475199.6612,9528958.282
475199.6612,9528957.193
475197.483,9528957.193
475197.483,9528956.104
475196.3939,9528956.104
475196.3939,9528955.014
475194.2157,9528955.014
475194.2157,9528953.925
475192.0375,9528953.925
475192.0375,9528952.836
475189.8593,9528952.836
475189.8593,9528951.747
475187.6811,9528951.747
475187.6811,9528950.658
475185.5029,9528950.658
475185.5029,9528949.569
475183.3247,9528949.569
475183.3247,9528948.48
475181.1465,9528948.48
475181.1465,9528947.391
475178.9683,9528947.391
475178.9683,9528946.302
475176.7901,9528946.302
475176.7901,9528945.213
475174.6119,9528945.213
475174.6119,9528944.123
475171.3446,9528944.123
475171.3446,9528943.034
475169.1664,9528943.034
475169.1664,9528941.945
475165.8991,9528941.945
475165.8991,9528940.856
475162.6318,9528940.856
475162.6318,9528939.767
475160.4536,9528939.767
475160.4536,9528938.678
475158.2754,9528938.678
475158.2754,9528937.589
475157.1863,9528937.589
475157.1863,9528936.5
475156.0972,9528936.5
475156.0972,9528935.411
475153.919,9528935.411
475153.919,9528934.322
475152.8299,9528934.322
475152.8299,9528933.232
475151.7408,9528933.232
475151.7408,9528932.143
475150.6517,9528932.143
475150.6517,9528931.054
475148.4735,9528931.054
475148.4735,9528929.965
475146.2953,9528929.965
475146.2953,9528928.876
475144.1171,9528928.876
475144.1171,9528927.787
475141.9389,9528927.787
475141.9389,9528926.698
475139.7607,9528926.698
475139.7607,9528925.609
475135.4043,9528925.609
475135.4043,9528924.52
475131.0479,9528924.52
475131.0479,9528923.431
475127.7806,9528923.431
475127.7806,9528922.341
475124.5133,9528922.341
475124.5133,9528921.252
475121.246,9528921.252
475121.246,9528920.163
475116.8896,9528920.163
475116.8896,9528919.074
475112.5332,9528919.074
475112.5332,9528917.985
475109.2659,9528917.985
475109.2659,9528916.896
475107.0877,9528916.896
475107.0877,9528915.807
475103.8204,9528915.807
475103.8204,9528914.718
475101.6422,9528914.718
475101.6422,9528913.629
475100.5531,9528913.629
475100.5531,9528912.54
475096.1967,9528912.54
475096.1967,9528911.45
475095.1076,9528911.45
475095.1076,9528910.361
475092.9294,9528910.361
475092.9294,9528909.272
475091.8403,9528909.272
475091.8403,9528908.183
475089.6621,9528908.183
475089.6621,9528907.094
475088.573,9528907.094
475088.573,9528906.005
475086.3948,9528906.005
475086.3948,9528904.916
475084.2166,9528904.916
475084.2166,9528903.827
475083.1275,9528903.827
475083.1275,9528902.738
475080.9493,9528902.738
475080.9493,9528901.649
475079.8602,9528901.649
475079.8602,9528900.559
475077.682,9528900.559
475077.682,9528899.47
475076.5929,9528899.47
475076.5929,9528898.381
475074.4147,9528898.381
475074.4147,9528897.292
475073.3256,9528897.292
475073.3256,9528896.203
475070.0583,9528896.203
475070.0583,9528895.114
475068.9692,9528895.114
475068.9692,9528894.025
475066.791,9528894.025
475066.791,9528892.936
475065.7019,9528892.936
475065.7019,9528891.847
475064.6128,9528891.847
475064.6128,9528890.758
475062.4346,9528890.758
475062.4346,9528889.668
475061.3455,9528889.668
475061.3455,9528888.579
475060.2564,9528888.579
475060.2564,9528887.49
475059.1673,9528887.49
475059.1673,9528886.401
475058.0782,9528886.401
475058.0782,9528885.312
475056.9891,9528885.312
475056.9891,9528884.223
475055.9,9528884.223
475055.9,9528883.134
475054.8109,9528883.134
475054.8109,9528882.045
475053.7218,9528882.045
475053.7218,9528880.956
475052.6327,9528880.956
475052.6327,9528879.867
475051.5436,9528879.867
475051.5436,9528878.777
475049.3654,9528878.777
475049.3654,9528877.688
475048.2763,9528877.688
475048.2763,9528876.599
475046.0981,9528876.599
475046.0981,9528875.51
475043.9199,9528875.51
475043.9199,9528874.421
475040.6526,9528874.421
475040.6526,9528873.332
475039.5635,9528873.332
475039.5635,9528872.243
475037.3853,9528872.243
475037.3853,9528871.154
475036.2962,9528871.154
475036.2962,9528870.065
475035.2071,9528870.065
475035.2071,9528868.976
475033.0289,9528868.976
475033.0289,9528865.386
475032.0059,9528864.619
475027.5834,9528864.619
475027.5834,9528863.53
475025.4052,9528863.53
475025.4052,9528862.441
475024.3161,9528862.441
475024.3161,9528861.352
475022.1379,9528861.352
475022.1379,9528860.263
475021.0488,9528860.263
475021.0488,9528859.174
475018.8706,9528859.174
475018.8706,9528858.085
475017.7815,9528858.085
475017.7815,9528856.995
475015.6033,9528856.995
475015.6033,9528855.906
475014.5142,9528855.906
475014.5142,9528854.817
475012.336,9528854.817
475012.336,9528853.728
475011.2469,9528853.728
475011.2469,9528852.639
475010.1578,9528852.639
475010.1578,9528851.55
475007.9796,9528851.55
475007.9796,9528850.461
475006.8905,9528850.461
475006.8905,9528849.372
475004.7123,9528849.372
475004.7123,9528848.283
475003.6232,9528848.283
475003.6232,9528847.194
475002.5341,9528847.194
475002.5341,9528846.104
475000.3559,9528846.104
475000.3559,9528845.015
474999.2668,9528845.015
474999.2668,9528843.926
474998.1777,9528843.926
474998.1777,9528842.837
474995.9995,9528842.837
474995.9995,9528841.748
474994.9104,9528841.748
474994.9104,9528840.659
474992.7322,9528840.659
474992.7322,9528839.57
474991.6431,9528839.57
474991.6431,9528838.481
474989.4649,9528838.481
474989.4649,9528837.392
474988.3758,9528837.392
474988.3758,9528836.303
474986.1976,9528836.303
474986.1976,9528835.213
474985.1085,9528835.213
474985.1085,9528834.124
474982.9303,9528834.124
474982.9303,9528833.035
474981.8412,9528833.035
474981.8412,9528831.946
474979.663,9528831.946
474979.663,9528830.857
474978.5739,9528830.857
474978.5739,9528829.768
474976.3957,9528829.768
474976.3957,9528828.679
474975.3066,9528828.679
474975.3066,9528827.59
474973.1284,9528827.59
474973.1284,9528826.501
474972.0393,9528826.501
474972.0393,9528825.412
474969.8611,9528825.412
474969.8611,9528824.322
474968.772,9528824.322
474968.772,9528823.233
474966.5938,9528823.233
474966.5938,9528822.144
474964.4156,9528822.144
474964.4156,9528821.055
474963.3265,9528821.055
474963.3265,9528819.966
474960.0592,9528819.966
474960.0592,9528818.877
474958.9701,9528818.877
474958.9701,9528817.788
474956.7919,9528817.788
474956.7919,9528816.699
474954.6137,9528816.699
474954.6137,9528815.61
474952.4355,9528815.61
474952.4355,9528814.521
474950.2573,9528814.521
474950.2573,9528813.431
474948.0791,9528813.431
474948.0791,9528812.342
474945.9009,9528812.342
474945.9009,9528811.253
474943.7227,9528811.253
474943.7227,9528810.164
474941.5445,9528810.164
474941.5445,9528809.075
474939.3663,9528809.075
474939.3663,9528807.986
474937.1881,9528807.986
474937.1881,9528806.897
474936.099,9528806.897
474936.099,9528805.808
474931.7426,9528805.808
474931.7426,9528804.719
474930.6535,9528804.719
474930.6535,9528803.63
474928.4753,9528803.63
474928.4753,9528802.54
474926.2971,9528802.54
474926.2971,9528801.451
474924.1189,9528801.451
474924.1189,9528800.362
474921.9407,9528800.362
474921.9407,9528799.273
474920.8516,9528799.273
474920.8516,9528798.184
474918.6734,9528798.184
474918.6734,9528797.095
474916.4952,9528797.095
474916.4952,9528796.006
474913.2279,9528796.006
474913.2279,9528794.917
474912.1388,9528794.917
474912.1388,9528793.828
474909.9606,9528793.828
474909.9606,9528792.739
474907.7824,9528792.739
474907.7824,9528791.649
474905.6042,9528791.649
474905.6042,9528790.56
474903.426,9528790.56
474903.426,9528789.471
474901.2478,9528789.471
474901.2478,9528788.382
474899.0696,9528788.382
474899.0696,9528787.293
474896.8914,9528787.293
474896.8914,9528786.204
474894.7132,9528786.204
474894.7132,9528785.115
474892.535,9528785.115
474892.535,9528784.026
474889.2677,9528784.026
474889.2677,9528782.937
474887.0895,9528782.937
474887.0895,9528781.848
474884.9113,9528781.848
474884.9113,9528780.758
474882.7331,9528780.758
474882.7331,9528779.669
474880.5549,9528779.669
474880.5549,9528778.58
474877.2876,9528778.58
474877.2876,9528777.491
474876.1985,9528777.491
474876.1985,9528776.402
474872.9312,9528776.402
474872.9312,9528775.313
474870.753,9528775.313
474870.753,9528774.224
474868.5748,9528774.224
474868.5748,9528773.135
474866.3966,9528773.135
474866.3966,9528772.046
474864.2184,9528772.046
474864.2184,9528770.957
474862.0402,9528770.957
474862.0402,9528769.867
474858.7729,9528769.867
474858.7729,9528768.778
474855.5056,9528768.778
474855.5056,9528767.689
474851.1492,9528767.689
474851.1492,9528766.6
474847.8819,9528766.6
474847.8819,9528765.511
474845.7037,9528765.511
474845.7037,9528764.422
474843.5255,9528764.422
474843.5255,9528763.333
474840.2582,9528763.333
474840.2582,9528761.493
474838.8308,9528760.066
474833.7236,9528760.066
474833.7236,9528758.976
474831.5454,9528758.976
474831.5454,9528757.887
474828.2781,9528757.887
474828.2781,9528756.798
474822.8326,9528756.798
474822.8326,9528755.709
474817.3871,9528755.709
474817.3871,9528754.62
474815.2089,9528754.62
474815.2089,9528753.531
474811.9416,9528753.531
474811.9416,9528752.442
474807.5852,9528752.442
474807.5852,9528751.353
474805.407,9528751.353
474805.407,9528750.264
474803.2288,9528750.264
474803.2288,9528749.175
474801.0506,9528749.175
474801.0506,9528748.085
474798.8724,9528748.085
474798.8724,9528746.996
474797.7833,9528746.996
474797.7833,9528745.907
474795.6051,9528745.907
474795.6051,9528744.818
474793.4269,9528744.818
474793.4269,9528743.729
474791.2487,9528743.729
474791.2487,9528742.64
474789.0705,9528742.64
474789.0705,9528741.551
474786.8923,9528741.551
474786.8923,9528740.462
474784.7141,9528740.462
474784.7141,9528739.373
474781.4468,9528739.373
474781.4468,9528738.284
474778.1795,9528738.284
474778.1795,9528737.194
474776.0013,9528737.194
474776.0013,9528736.105
474773.8231,9528736.105
474773.8231,9528735.016
474772.734,9528735.016
474772.734,9528733.927
474770.5558,9528733.927
474770.5558,9528732.838
474769.4667,9528732.838
474769.4667,9528731.749
474768.3776,9528731.749
474768.3776,9528730.66
474766.1994,9528730.66
474766.1994,9528729.571
474765.1103,9528729.571
474765.1103,9528728.482
474762.9321,9528728.482
474762.9321,9528727.393
474761.843,9528727.393
474761.843,9528726.303
474760.7539,9528726.303
474760.7539,9528725.214
474758.5757,9528725.214
474758.5757,9528724.125
474757.4866,9528724.125
474757.4866,9528723.036
474755.3084,9528723.036
474755.3084,9528721.947
474754.2193,9528721.947
474754.2193,9528720.858
474753.1302,9528720.858
474753.1302,9528719.769
474750.952,9528719.769
474750.952,9528718.68
474749.8629,9528718.68
474749.8629,9528717.591
474747.6847,9528717.591
474747.6847,9528716.502
474746.5956,9528716.502
474746.5956,9528715.412
474745.5065,9528715.412
474745.5065,9528714.323
474744.4174,9528714.323
474744.4174,9528713.234
474742.2392,9528713.234
474742.2392,9528712.145
474741.1501,9528712.145
474741.1501,9528711.056
474740.061,9528711.056
474740.061,9528709.967
474738.9719,9528709.967
474738.9719,9528708.878
474736.7937,9528708.878
474736.7937,9528707.789
474735.7046,9528707.789
474735.7046,9528706.7
474733.5264,9528706.7
474733.5264,9528705.611
474732.4373,9528705.611
474732.4373,9528704.521
474730.2591,9528704.521
474730.2591,9528703.432
474729.17,9528703.432
474729.17,9528702.343
474726.9918,9528702.343
474726.9918,9528701.254
474725.9027,9528701.254
474725.9027,9528700.165
474723.7245,9528700.165
474723.7245,9528699.076
474721.5463,9528699.076
474721.5463,9528697.987
474720.4572,9528697.987
474720.4572,9528696.898
474718.279,9528696.898
474718.279,9528695.809
474717.1899,9528695.809
474717.1899,9528694.72
474716.1008,9528694.72
474716.1008,9528693.63
474713.9226,9528693.63
474713.9226,9528692.541
474712.8335,9528692.541
474712.8335,9528691.452
474710.6553,9528691.452
474710.6553,9528690.363
474709.5662,9528690.363
474709.5662,9528689.274
474708.4771,9528689.274
474708.4771,9528688.185
474707.388,9528688.185
474707.388,9528687.096
474706.2989,9528687.096
474706.2989,9528686.007
474705.2098,9528686.007
474705.2098,9528684.918
474704.1207,9528684.918
474704.1207,9528683.829
474703.0316,9528683.829
474703.0316,9528682.739
474700.8534,9528682.739
474700.8534,9528681.65
474699.7643,9528681.65
474699.7643,9528680.561
474698.6752,9528680.561
474698.6752,9528679.472
474696.497,9528679.472
474696.497,9528678.383
474695.4079,9528678.383
474695.4079,9528677.294
474693.2297,9528677.294
474693.2297,9528676.205
474692.1406,9528676.205
474692.1406,9528675.116
474691.0515,9528675.116
474691.0515,9528674.027
474688.8733,9528674.027
474688.8733,9528672.938
474686.6951,9528672.938
474686.6951,9528671.848
474685.606,9528671.848
474685.606,9528670.759
474683.4278,9528670.759
474683.4278,9528669.67
474682.3387,9528669.67
474682.3387,9528668.581
474680.1605,9528668.581
474680.1605,9528667.492
474679.0714,9528667.492
474679.0714,9528666.403
474676.8932,9528666.403
474676.8932,9528665.314
474675.8041,9528665.314
474675.8041,9528664.225
474673.6259,9528664.225
474673.6259,9528663.136
474672.5368,9528663.136
474672.5368,9528662.047
474671.4477,9528662.047
474671.4477,9528660.957
474669.2695,9528660.957
474669.2695,9528659.868
474668.1804,9528659.868
474668.1804,9528658.779
474667.0913,9528658.779
474667.0913,9528657.69
474664.9131,9528657.69
474664.9131,9528656.601
474663.824,9528656.601
474663.824,9528655.512
474661.6458,9528655.512
474661.6458,9528654.423
474660.5567,9528654.423
474660.5567,9528653.334
474658.3785,9528653.334
474658.3785,9528652.245
474656.2003,9528652.245
474656.2003,9528651.156
474655.9319,9528651.156
474654.8428,9528648.977
474650.7548,9528648.977
474650.7548,9528647.888
474649.6657,9528647.888
474649.6657,9528646.799
474647.4875,9528646.799
474647.4875,9528645.71
474646.3984,9528645.71
474646.3984,9528644.621
474645.3093,9528644.621
474645.3093,9528643.532
474644.2202,9528643.532
474644.2202,9528642.443
474642.042,9528642.443
474642.042,9528641.354
474640.9529,9528641.354
474640.9529,9528640.265
474638.7747,9528640.265
474638.7747,9528639.175
474637.6856,9528639.175
474637.6856,9528638.086
474636.5965,9528638.086
474636.5965,9528636.997
474634.4183,9528636.997
474634.4183,9528635.908
474633.3292,9528635.908
474633.3292,9528634.819
474632.2401,9528634.819
474632.2401,9528633.73
474630.0619,9528633.73
474630.0619,9528632.641
474628.9728,9528632.641
474628.9728,9528631.552
474626.7946,9528631.552
474626.7946,9528630.463
474625.7055,9528630.463
474625.7055,9528629.374
474623.5273,9528629.374
474623.5273,9528628.284
474622.4382,9528628.284
474622.4382,9528627.195
474621.3491,9528627.195
474621.3491,9528623.782
474618.3006,9528621.75
474613.7254,9528621.75
474613.7254,9528620.661
474611.5472,9528620.661
474611.5472,9528619.572
474610.4581,9528619.572
474610.4581,9528618.483
474609.369,9528618.483
474609.369,9528617.393
474608.2799,9528617.393
474608.2799,9528616.304
474606.1017,9528616.304
474606.1017,9528615.215
474605.0126,9528615.215
474605.0126,9528614.126
474603.9235,9528614.126
474603.9235,9528613.037
474602.8344,9528613.037
474602.8344,9528611.948
474601.7453,9528611.948
474601.7453,9528610.859
474600.6562,9528610.859
474600.6562,9528609.77
474599.5671,9528609.77
474599.5671,9528608.681
474598.478,9528608.681
474598.478,9528607.592
474597.3889,9528607.592
474597.3889,9528606.502
474595.2107,9528606.502
474595.2107,9528605.413
474593.0325,9528605.413
474593.0325,9528604.324
474590.8543,9528604.324
474590.8543,9528603.235
474588.6761,9528603.235
474588.6761,9528602.146
474586.4979,9528602.146
474586.4979,9528601.057
474585.4088,9528601.057
474585.4088,9528599.968
474583.2306,9528599.968
474583.2306,9528598.879
474581.0524,9528598.879
474581.0524,9528597.79
474579.9633,9528597.79
474579.9633,9528596.701
474577.7851,9528596.701
474577.7851,9528595.611
474576.696,9528595.611
474576.696,9528594.522
474575.6069,9528594.522
474575.6069,9528593.433
474573.4287,9528593.433
474573.4287,9528592.344
474572.3396,9528592.344
474572.3396,9528591.255
474570.1614,9528591.255
474570.1614,9528590.166
474569.0723,9528590.166
474569.0723,9528589.077
474567.9832,9528589.077
474567.9832,9528587.988
474566.8941,9528587.988
474566.8941,9528586.899
474564.7159,9528586.899
474564.7159,9528585.81
474563.6268,9528585.81
474563.6268,9528584.72
474561.4486,9528584.72
474561.4486,9528583.631
474560.3595,9528583.631
474560.3595,9528582.542
474559.2704,9528582.542
474559.2704,9528581.453
474558.1813,9528581.453
474558.1813,9528580.364
474557.0922,9528580.364
474557.0922,9528579.275
474556.0031,9528579.275
474556.0031,9528578.186
474554.914,9528578.186
474554.914,9528577.097
474553.8249,9528577.097
474553.8249,9528576.008
474552.7358,9528576.008
474552.7358,9528574.919
474551.6467,9528574.919
474551.6467,9528573.829
474550.5576,9528573.829
474550.5576,9528572.74
474549.4685,9528572.74
474549.4685,9528571.651
474547.2903,9528571.651
474547.2903,9528570.562
474546.2012,9528570.562
474546.2012,9528568.384
474545.1121,9528568.384
474545.1121,9528566.206
474544.023,9528566.206
474544.023,9528564.028
474542.9339,9528564.028
474542.9339,9528562.938
474540.7557,9528562.938
474540.7557,9528561.849
474539.6666,9528561.849
474539.6666,9528560.76
474538.5775,9528560.76
474538.5775,9528559.671
474537.4884,9528559.671
474537.4884,9528558.582
474536.3993,9528558.582
474536.3993,9528557.493
474535.3102,9528557.493
474535.3102,9528555.315
474534.2211,9528555.315
474534.2211,9528554.226
474533.132,9528554.226
474533.132,9528553.137
474532.0429,9528553.137
474532.0429,9528552.047
474530.9538,9528552.047
474530.9538,9528550.958
474529.8647,9528550.958
474529.8647,9528548.78
474528.7756,9528548.78
474528.7756,9528547.691
474527.6865,9528547.691
474527.6865,9528545.513
474526.5974,9528545.513
474526.5974,9528544.424
474525.5083,9528544.424
474525.5083,9528542.246
474524.4192,9528542.246
474524.4192,9528541.156
474523.3301,9528541.156
474523.3301,9528540.067
474522.241,9528540.067
474522.241,9528538.978
474521.1519,9528538.978
474521.1519,9528537.889
474520.0628,9528537.889
474520.0628,9528534.622
474518.9737,9528534.622
474518.9737,9528533.533
474517.8846,9528533.533
474517.8846,9528531.355
474516.7955,9528531.355
474516.7955,9528530.265
474515.7064,9528530.265
474515.7064,9528528.087
474514.6173,9528528.087
474514.6173,9528526.998
474513.5282,9528526.998
474513.5282,9528525.909
474512.4391,9528525.909
474512.4391,9528523.731
474511.35,9528523.731
474511.35,9528522.642
474510.2609,9528522.642
474510.2609,9528521.553
474509.1718,9528521.553
474509.1718,9528520.464
474508.0827,9528520.464
474508.0827,9528519.374
474506.9936,9528519.374
474506.9936,9528518.285
474505.9045,9528518.285
474505.9045,9528517.196
474504.8154,9528517.196
474504.8154,9528516.107
474503.7263,9528516.107
474503.7263,9528515.018
474502.6372,9528515.018
474502.6372,9528513.929
474500.459,9528513.929
474500.459,9528512.84
474499.3699,9528512.84
474499.3699,9528511.751
474498.4789,9528511.751
474497.3898,9528511.751
474497.3898,9528512.84
474496.3007,9528512.84
474496.3007,9528515.018
474495.2116,9528515.018
474495.2116,9528516.107
474494.1225,9528516.107
474494.1225,9528517.196
474480.8552,9528517.196
474480.8552,9528512.84
474479.7661,9528512.84
474479.7661,9528509.573
474478.677,9528509.573
474478.677,9528506.305
474477.5879,9528506.305
474477.5879,9528504.127
474476.6969,9528504.127
474476.6969,9528505.216
474475.6078,9528505.216
474475.6078,9528506.305
474474.5187,9528506.305
474474.5187,9528507.394
474460.1623,9528507.394
474460.1623,9528504.127
474459.0732,9528504.127
474459.0732,9528500.86
474457.9841,9528500.86
474457.9841,9528498.682
474456.895,9528498.682
474456.895,9528497.592
474456.004,9528497.592
474456.004,9528498.682
474453.8258,9528498.682
474453.8258,9528499.771
474451.6476,9528499.771
474451.6476,9528500.86
474448.3803,9528500.86
474448.3803,9528501.949
474446.2021,9528501.949
474446.2021,9528503.038
474442.9348,9528503.038
474442.9348,9528504.127
474440.7566,9528504.127
474440.7566,9528505.216
474438.5784,9528505.216
474438.5784,9528506.305
474435.3111,9528506.305
474435.3111,9528507.394
474432.0438,9528507.394
474432.0438,9528508.483
474424.4201,9528508.483
474424.4201,9528509.573
474421.1528,9528509.573
474421.1528,9528510.662
474418.9746,9528510.662
474418.9746,9528511.751
474415.7073,9528511.751
474415.7073,9528512.84
474410.2618,9528512.84
474410.2618,9528513.929
474409.1727,9528513.929
474409.1727,9528515.018
474406.9945,9528515.018
474406.9945,9528516.107
474404.8163,9528516.107
474404.8163,9528517.196
474401.549,9528517.196
474401.549,9528518.285
474398.2817,9528518.285
474398.2817,9528519.374
474395.0144,9528519.374
474395.0144,9528520.464
474391.7471,9528520.464
474391.7471,9528521.553
474379.5689,9528521.553
474379.5689,9528520.464
474378.6779,9528520.464
474378.6779,9528521.553
474377.5888,9528521.553
474377.5888,9528522.642
474376.4997,9528522.642
474376.4997,9528523.731
474375.4106,9528523.731
474375.4106,9528525.909
474374.3215,9528525.909
474374.3215,9528526.998
474373.2324,9528526.998
474373.2324,9528529.176
474372.1433,9528529.176
474372.1433,9528530.265
474371.0542,9528530.265
474371.0542,9528531.355
474366.6978,9528531.355
474366.6978,9528532.444
474363.4305,9528532.444
474363.4305,9528533.533
474361.2523,9528533.533
474361.2523,9528534.622
474359.0741,9528534.622
474359.0741,9528535.711
474356.8959,9528535.711
474356.8959,9528536.8
474353.6286,9528536.8
474353.6286,9528537.889
474351.4504,9528537.889
474351.4504,9528540.067
474350.3613,9528540.067
474350.3613,9528541.156
474348.1831,9528541.156
474348.1831,9528542.246
474344.9158,9528542.246
474344.9158,9528543.335
474342.7376,9528543.335
474342.7376,9528544.424
474340.5594,9528544.424
474340.5594,9528545.513
474338.3812,9528545.513
474338.3812,9528546.602
474336.203,9528546.602
474336.203,9528547.691
474334.0248,9528547.691
474334.0248,9528548.78
474332.9357,9528548.78
474332.9357,9528549.869
474329.6684,9528549.869
474329.6684,9528550.958
474328.5793,9528550.958
474328.5793,9528552.047
474326.4011,9528552.047
474326.4011,9528553.137
474320.9556,9528553.137
474320.9556,9528554.226
474313.3319,9528554.226
474313.3319,9528555.315
474308.9755,9528555.315
474308.9755,9528556.404
474305.7082,9528556.404
474305.7082,9528557.493
474289.1736,9528557.493
474289.1736,9528556.404
474288.0845,9528556.404
474288.0845,9528555.315
474286.9954,9528555.315
474286.9954,9528554.226
474285.9063,9528554.226
474285.9063,9528552.047
474284.8172,9528552.047
474284.8172,9528550.958
474283.7281,9528550.958
474283.7281,9528549.869
474282.639,9528549.869
474282.639,9528548.78
474281.748,9528548.78
474281.748,9528549.869
474280.6589,9528549.869
474280.6589,9528552.047
474279.5698,9528552.047
474279.5698,9528554.226
474278.4807,9528554.226
474278.4807,9528556.404
474277.3916,9528556.404
474277.3916,9528558.582
474276.3025,9528558.582
474276.3025,9528560.76
474275.2134,9528560.76
474275.2134,9528562.938
474274.1243,9528562.938
474274.1243,9528565.117
474273.0352,9528565.117
474273.0352,9528567.295
474271.9461,9528567.295
474271.9461,9528569.473
474270.857,9528569.473
474270.857,9528571.651
474269.7679,9528571.651
474269.7679,9528572.74
474268.6788,9528572.74
474268.6788,9528573.829
474267.5897,9528573.829
474267.5897,9528574.919
474266.5006,9528574.919
474266.5006,9528576.008
474265.4115,9528576.008
474265.4115,9528577.097
474264.3224,9528577.097
474264.3224,9528580.364
474263.2333,9528580.364
474263.2333,9528581.453
474256.0551,9528581.453
474249.966,9528581.453
474249.966,9528580.364
474248.8769,9528580.364
474248.8769,9528579.275
474247.7878,9528579.275
474247.7878,9528578.186
474244.5205,9528578.186
474244.5205,9528577.097
474243.4314,9528577.097
474243.4314,9528574.919
474242.3423,9528574.919
474242.3423,9528573.829
474241.2532,9528573.829
474241.2532,9528572.74
474240.1641,9528572.74
474240.1641,9528571.651
474239.075,9528571.651
474239.075,9528570.562
474237.9859,9528570.562
474237.9859,9528569.473
474236.8968,9528569.473
474236.8968,9528568.384
474235.8077,9528568.384
474235.8077,9528567.295
474234.7186,9528567.295
474234.7186,9528566.206
474232.7385,9528566.206
474232.7385,9528567.295
474230.5603,9528567.295
474230.5603,9528568.384
474229.4712,9528568.384
474229.4712,9528569.473
474217.293,9528569.473
474217.293,9528567.295
474216.2039,9528567.295
474216.2039,9528566.206
474215.1148,9528566.206
474215.1148,9528565.117
474214.0257,9528565.117
474214.0257,9528564.028
474212.9366,9528564.028
474212.9366,9528561.849
474211.8475,9528561.849
474211.8475,9528560.76
474210.9565,9528560.76
474210.9565,9528561.849
474209.8674,9528561.849
474209.8674,9528562.938
474208.7783,9528562.938
474208.7783,9528565.117
474207.6892,9528565.117
474207.6892,9528566.206
474206.6001,9528566.206
474206.6001,9528567.295
474205.511,9528567.295
474205.511,9528568.384
474204.4219,9528568.384
474204.4219,9528570.562
474203.3328,9528570.562
474203.3328,9528572.74
474202.2437,9528572.74
474202.2437,9528574.919
474201.1546,9528574.919
474201.1546,9528577.097
474200.0655,9528577.097
474200.0655,9528579.275
474198.9764,9528579.275
474198.9764,9528580.364
474197.8873,9528580.364
474197.8873,9528581.453
474196.7982,9528581.453
474196.7982,9528583.631
474195.7091,9528583.631
474195.7091,9528585.81
474194.62,9528585.81
474194.62,9528586.899
474193.5309,9528586.899
474193.5309,9528590.166
474192.4418,9528590.166
474192.4418,9528593.433
474191.3527,9528593.433
474191.3527,9528595.611
